sale_date,year,quarter,month,weekday_name,branch,city,product_line,customer_segment,payment_method,sales_count,total_quantity,revenue,gross_income,avg_check,avg_rating
2019-01-19,2019,1,1,Saturday ,A,Yangon,Food and beverages,Normal,Cash,1,6,323.0640,15.3840,323.0640000000000000,6.5000000000000000
2019-01-19,2019,1,1,Saturday ,A,Yangon,Food and beverages,Normal,Ewallet,1,8,284.5920,13.5520,284.5920000000000000,9.6000000000000000
2019-01-19,2019,1,1,Saturday ,A,Yangon,Home and lifestyle,Member,Ewallet,1,9,548.7615,26.1315,548.7615000000000000,4.3000000000000000
2019-01-19,2019,1,1,Saturday ,A,Yangon,Home and lifestyle,Normal,Ewallet,1,10,479.6400,22.8400,479.6400000000000000,5.7000000000000000
2019-01-19,2019,1,1,Saturday ,A,Yangon,Sports and travel,Member,Credit card,1,4,282.4920,13.4520,282.4920000000000000,8.0000000000000000
2019-01-19,2019,1,1,Saturday ,A,Yangon,Sports and travel,Normal,Credit card,1,10,673.9950,32.0950,673.9950000000000000,6.7000000000000000
2019-01-19,2019,1,1,Saturday ,B,Mandalay,Electronic accessories,Member,Credit card,1,6,333.2070,15.8670,333.2070000000000000,9.8000000000000000
2019-01-19,2019,1,1,Saturday ,B,Mandalay,Electronic accessories,Member,Ewallet,1,8,101.6400,4.8400,101.6400000000000000,8.6000000000000000
2019-01-19,2019,1,1,Saturday ,B,Mandalay,Sports and travel,Normal,Ewallet,1,3,198.6390,9.4590,198.6390000000000000,7.0000000000000000
2019-01-19,2019,1,1,Saturday ,C,Naypyitaw,Electronic accessories,Normal,Ewallet,1,4,235.7460,11.2260,235.7460000000000000,8.6000000000000000
2019-01-19,2019,1,1,Saturday ,C,Naypyitaw,Food and beverages,Member,Cash,1,4,250.2780,11.9180,250.2780000000000000,9.8000000000000000
2019-01-19,2019,1,1,Saturday ,C,Naypyitaw,Food and beverages,Normal,Credit card,1,8,362.7120,17.2720,362.7120000000000000,8.3000000000000000
2019-01-19,2019,1,1,Saturday ,C,Naypyitaw,Home and lifestyle,Member,Cash,1,1,93.0405,4.4305,93.0405000000000000,7.7000000000000000
2019-01-19,2019,1,1,Saturday ,C,Naypyitaw,Sports and travel,Member,Credit card,1,1,84.9765,4.0465,84.9765000000000000,9.0000000000000000
2019-01-20,2019,1,1,Sunday   ,A,Yangon,Fashion accessories,Member,Ewallet,1,8,536.5920,25.5520,536.5920000000000000,9.9000000000000000
2019-01-20,2019,1,1,Sunday   ,A,Yangon,Health and beauty,Member,Credit card,1,4,233.1000,11.1000,233.1000000000000000,6.6000000000000000
2019-01-20,2019,1,1,Sunday   ,A,Yangon,Home and lifestyle,Member,Cash,1,10,759.6750,36.1750,759.6750000000000000,5.4000000000000000
2019-01-20,2019,1,1,Sunday   ,A,Yangon,Sports and travel,Normal,Ewallet,1,2,195.5940,9.3140,195.5940000000000000,4.1000000000000000
2019-01-20,2019,1,1,Sunday   ,B,Mandalay,Home and lifestyle,Normal,Credit card,1,3,118.0620,5.6220,118.0620000000000000,7.7000000000000000
2019-01-20,2019,1,1,Sunday   ,B,Mandalay,Home and lifestyle,Normal,Ewallet,1,2,112.2240,5.3440,112.2240000000000000,4.1000000000000000
2019-01-20,2019,1,1,Sunday   ,C,Naypyitaw,Fashion accessories,Normal,Ewallet,1,8,131.2080,6.2480,131.2080000000000000,9.1000000000000000
2019-01-20,2019,1,1,Sunday   ,C,Naypyitaw,Health and beauty,Normal,Ewallet,1,7,470.9880,22.4280,470.9880000000000000,7.6000000000000000
2019-01-20,2019,1,1,Sunday   ,C,Naypyitaw,Home and lifestyle,Member,Cash,1,8,749.7000,35.7000,749.7000000000000000,4.7000000000000000
2019-01-20,2019,1,1,Sunday   ,C,Naypyitaw,Sports and travel,Member,Ewallet,1,4,348.3060,16.5860,348.3060000000000000,9.6000000000000000
2019-01-21,2019,1,1,Monday   ,A,Yangon,Food and beverages,Member,Cash,1,2,76.3560,3.6360,76.3560000000000000,7.1000000000000000
2019-01-21,2019,1,1,Monday   ,A,Yangon,Food and beverages,Normal,Credit card,1,3,172.2105,8.2005,172.2105000000000000,8.6000000000000000
2019-01-21,2019,1,1,Monday   ,A,Yangon,Health and beauty,Member,Cash,1,7,390.7995,18.6095,390.7995000000000000,8.9000000000000000
2019-01-21,2019,1,1,Monday   ,A,Yangon,Home and lifestyle,Normal,Cash,1,6,461.2860,21.9660,461.2860000000000000,7.2000000000000000
2019-01-21,2019,1,1,Monday   ,A,Yangon,Home and lifestyle,Normal,Ewallet,1,6,491.0850,23.3850,491.0850000000000000,8.0000000000000000
2019-01-21,2019,1,1,Monday   ,B,Mandalay,Sports and travel,Member,Cash,1,1,103.0365,4.9065,103.0365000000000000,8.9000000000000000
2019-01-21,2019,1,1,Monday   ,C,Naypyitaw,Food and beverages,Member,Cash,1,1,72.4290,3.4490,72.4290000000000000,4.8000000000000000
2019-01-21,2019,1,1,Monday   ,C,Naypyitaw,Health and beauty,Normal,Credit card,1,6,624.8970,29.7570,624.8970000000000000,5.5000000000000000
2019-01-22,2019,1,1,Tuesday  ,A,Yangon,Home and lifestyle,Normal,Ewallet,2,12,802.2735,38.2035,401.1367500000000000,9.2500000000000000
2019-01-22,2019,1,1,Tuesday  ,B,Mandalay,Food and beverages,Normal,Credit card,1,5,151.5150,7.2150,151.5150000000000000,8.0000000000000000
2019-01-22,2019,1,1,Tuesday  ,B,Mandalay,Health and beauty,Normal,Cash,1,6,351.6030,16.7430,351.6030000000000000,9.9000000000000000
2019-01-22,2019,1,1,Tuesday  ,C,Naypyitaw,Health and beauty,Member,Ewallet,1,1,85.5855,4.0755,85.5855000000000000,9.2000000000000000
2019-01-22,2019,1,1,Tuesday  ,C,Naypyitaw,Health and beauty,Normal,Cash,1,5,106.9950,5.0950,106.9950000000000000,6.0000000000000000
2019-01-22,2019,1,1,Tuesday  ,C,Naypyitaw,Home and lifestyle,Member,Credit card,1,5,206.7975,9.8475,206.7975000000000000,8.7000000000000000
2019-01-23,2019,1,1,Wednesday,A,Yangon,Electronic accessories,Normal,Cash,1,6,416.1780,19.8180,416.1780000000000000,7.3000000000000000
2019-01-23,2019,1,1,Wednesday,A,Yangon,Fashion accessories,Member,Ewallet,1,5,94.1850,4.4850,94.1850000000000000,6.8000000000000000
2019-01-23,2019,1,1,Wednesday,A,Yangon,Fashion accessories,Normal,Ewallet,1,1,32.1405,1.5305,32.1405000000000000,5.2000000000000000
2019-01-23,2019,1,1,Wednesday,A,Yangon,Food and beverages,Member,Cash,1,9,450.1035,21.4335,450.1035000000000000,5.0000000000000000
2019-01-23,2019,1,1,Wednesday,A,Yangon,Food and beverages,Member,Credit card,1,6,620.7390,29.5590,620.7390000000000000,4.0000000000000000
2019-01-23,2019,1,1,Wednesday,A,Yangon,Health and beauty,Member,Ewallet,1,5,503.7375,23.9875,503.7375000000000000,8.8000000000000000
2019-01-23,2019,1,1,Wednesday,A,Yangon,Health and beauty,Normal,Cash,1,4,244.2300,11.6300,244.2300000000000000,8.4000000000000000
2019-01-23,2019,1,1,Wednesday,C,Naypyitaw,Electronic accessories,Normal,Cash,1,3,264.7575,12.6075,264.7575000000000000,9.8000000000000000
2019-01-23,2019,1,1,Wednesday,C,Naypyitaw,Electronic accessories,Normal,Ewallet,1,1,87.2340,4.1540,87.2340000000000000,6.4000000000000000
2019-01-23,2019,1,1,Wednesday,C,Naypyitaw,Fashion accessories,Normal,Cash,1,7,333.9840,15.9040,333.9840000000000000,9.2000000000000000
2019-01-23,2019,1,1,Wednesday,C,Naypyitaw,Food and beverages,Member,Cash,1,8,323.1480,15.3880,323.1480000000000000,7.7000000000000000
2019-01-23,2019,1,1,Wednesday,C,Naypyitaw,Food and beverages,Normal,Ewallet,1,8,161.7000,7.7000,161.7000000000000000,6.6000000000000000
2019-01-23,2019,1,1,Wednesday,C,Naypyitaw,Health and beauty,Normal,Cash,1,7,734.7060,34.9860,734.7060000000000000,6.1000000000000000
2019-01-23,2019,1,1,Wednesday,C,Naypyitaw,Health and beauty,Normal,Credit card,1,5,57.6975,2.7475,57.6975000000000000,9.3000000000000000
2019-01-23,2019,1,1,Wednesday,C,Naypyitaw,Home and lifestyle,Member,Cash,1,4,198.9960,9.4760,198.9960000000000000,7.1000000000000000
2019-01-23,2019,1,1,Wednesday,C,Naypyitaw,Home and lifestyle,Member,Ewallet,1,6,527.7510,25.1310,527.7510000000000000,5.4000000000000000
2019-01-23,2019,1,1,Wednesday,C,Naypyitaw,Sports and travel,Member,Credit card,1,10,942.9000,44.9000,942.9000000000000000,5.4000000000000000
2019-01-24,2019,1,1,Thursday ,A,Yangon,Electronic accessories,Member,Cash,1,8,408.4080,19.4480,408.4080000000000000,5.0000000000000000
2019-01-24,2019,1,1,Thursday ,A,Yangon,Electronic accessories,Normal,Cash,1,8,88.7040,4.2240,88.7040000000000000,7.6000000000000000
2019-01-24,2019,1,1,Thursday ,A,Yangon,Fashion accessories,Member,Credit card,1,8,728.1120,34.6720,728.1120000000000000,7.2000000000000000
2019-01-24,2019,1,1,Thursday ,A,Yangon,Health and beauty,Normal,Ewallet,1,5,406.8750,19.3750,406.8750000000000000,4.3000000000000000
2019-01-24,2019,1,1,Thursday ,A,Yangon,Sports and travel,Normal,Cash,1,10,827.0850,39.3850,827.0850000000000000,6.4000000000000000
2019-01-24,2019,1,1,Thursday ,B,Mandalay,Electronic accessories,Member,Credit card,1,10,423.1500,20.1500,423.1500000000000000,7.0000000000000000
2019-01-24,2019,1,1,Thursday ,B,Mandalay,Electronic accessories,Normal,Ewallet,1,7,557.7180,26.5580,557.7180000000000000,8.9000000000000000
2019-01-24,2019,1,1,Thursday ,B,Mandalay,Fashion accessories,Member,Cash,1,3,293.6430,13.9830,293.6430000000000000,7.2000000000000000
2019-01-24,2019,1,1,Thursday ,B,Mandalay,Home and lifestyle,Normal,Ewallet,1,5,384.7200,18.3200,384.7200000000000000,8.4000000000000000
2019-01-24,2019,1,1,Thursday ,B,Mandalay,Sports and travel,Member,Ewallet,1,6,145.4040,6.9240,145.4040000000000000,4.9000000000000000
2019-01-24,2019,1,1,Thursday ,B,Mandalay,Sports and travel,Normal,Ewallet,1,10,804.3000,38.3000,804.3000000000000000,6.0000000000000000
2019-01-24,2019,1,1,Thursday ,C,Naypyitaw,Home and lifestyle,Member,Cash,1,1,63.9135,3.0435,63.9135000000000000,5.5000000000000000
2019-01-24,2019,1,1,Thursday ,C,Naypyitaw,Home and lifestyle,Member,Ewallet,1,3,270.0180,12.8580,270.0180000000000000,5.1000000000000000
2019-01-25,2019,1,1,Friday   ,A,Yangon,Electronic accessories,Normal,Ewallet,1,9,247.8735,11.8035,247.8735000000000000,5.9000000000000000
2019-01-25,2019,1,1,Friday   ,A,Yangon,Fashion accessories,Normal,Cash,1,1,77.8050,3.7050,77.8050000000000000,9.2000000000000000
2019-01-25,2019,1,1,Friday   ,A,Yangon,Home and lifestyle,Member,Cash,1,4,252.0420,12.0020,252.0420000000000000,4.5000000000000000
2019-01-25,2019,1,1,Friday   ,A,Yangon,Home and lifestyle,Member,Ewallet,1,3,167.8950,7.9950,167.8950000000000000,7.5000000000000000
2019-01-25,2019,1,1,Friday   ,A,Yangon,Sports and travel,Member,Cash,1,4,168.2100,8.0100,168.2100000000000000,9.7000000000000000
2019-01-25,2019,1,1,Friday   ,B,Mandalay,Fashion accessories,Normal,Cash,1,7,291.2070,13.8670,291.2070000000000000,7.5000000000000000
2019-01-25,2019,1,1,Friday   ,B,Mandalay,Fashion accessories,Normal,Credit card,1,2,128.0160,6.0960,128.0160000000000000,4.9000000000000000
2019-01-25,2019,1,1,Friday   ,B,Mandalay,Food and beverages,Normal,Cash,1,5,463.8900,22.0900,463.8900000000000000,9.6000000000000000
2019-01-25,2019,1,1,Friday   ,B,Mandalay,Food and beverages,Normal,Credit card,1,7,356.5485,16.9785,356.5485000000000000,5.2000000000000000
2019-01-25,2019,1,1,Friday   ,B,Mandalay,Health and beauty,Member,Credit card,1,4,214.7460,10.2260,214.7460000000000000,4.0000000000000000
2019-01-25,2019,1,1,Friday   ,B,Mandalay,Health and beauty,Normal,Ewallet,1,1,100.9155,4.8055,100.9155000000000000,7.8000000000000000
2019-01-25,2019,1,1,Friday   ,B,Mandalay,Sports and travel,Normal,Ewallet,1,2,45.9270,2.1870,45.9270000000000000,6.9000000000000000
2019-01-25,2019,1,1,Friday   ,C,Naypyitaw,Fashion accessories,Member,Credit card,1,1,16.2015,0.7715,16.2015000000000000,6.1000000000000000
2019-01-25,2019,1,1,Friday   ,C,Naypyitaw,Fashion accessories,Member,Ewallet,1,3,267.3405,12.7305,267.3405000000000000,7.4000000000000000
2019-01-25,2019,1,1,Friday   ,C,Naypyitaw,Health and beauty,Member,Cash,1,10,950.2500,45.2500,950.2500000000000000,8.1000000000000000
2019-01-25,2019,1,1,Friday   ,C,Naypyitaw,Health and beauty,Normal,Ewallet,1,8,288.2040,13.7240,288.2040000000000000,5.7000000000000000
2019-01-25,2019,1,1,Friday   ,C,Naypyitaw,Sports and travel,Member,Cash,1,9,663.2955,31.5855,663.2955000000000000,6.7000000000000000
2019-01-26,2019,1,1,Saturday ,A,Yangon,Electronic accessories,Normal,Cash,1,7,379.9215,18.0915,379.9215000000000000,5.5000000000000000
2019-01-26,2019,1,1,Saturday ,A,Yangon,Fashion accessories,Normal,Cash,1,1,22.3860,1.0660,22.3860000000000000,5.9000000000000000
2019-01-26,2019,1,1,Saturday ,A,Yangon,Fashion accessories,Normal,Credit card,1,1,12.6945,0.6045,12.6945000000000000,8.2000000000000000
2019-01-26,2019,1,1,Saturday ,B,Mandalay,Electronic accessories,Normal,Cash,1,7,640.0380,30.4780,640.0380000000000000,5.5000000000000000
2019-01-26,2019,1,1,Saturday ,B,Mandalay,Fashion accessories,Normal,Cash,2,12,569.3520,27.1120,284.6760000000000000,8.1000000000000000
2019-01-26,2019,1,1,Saturday ,B,Mandalay,Food and beverages,Member,Cash,1,2,165.6480,7.8880,165.6480000000000000,9.1000000000000000
2019-01-26,2019,1,1,Saturday ,B,Mandalay,Food and beverages,Member,Credit card,1,5,420.2625,20.0125,420.2625000000000000,9.4000000000000000
2019-01-26,2019,1,1,Saturday ,B,Mandalay,Food and beverages,Normal,Credit card,1,2,69.9930,3.3330,69.9930000000000000,6.4000000000000000
2019-01-26,2019,1,1,Saturday ,B,Mandalay,Food and beverages,Normal,Ewallet,1,3,304.5420,14.5020,304.5420000000000000,6.4000000000000000
2019-01-26,2019,1,1,Saturday ,B,Mandalay,Health and beauty,Member,Ewallet,1,9,655.5465,31.2165,655.5465000000000000,4.0000000000000000
2019-01-26,2019,1,1,Saturday ,B,Mandalay,Home and lifestyle,Normal,Ewallet,1,4,107.3100,5.1100,107.3100000000000000,5.7000000000000000
2019-01-26,2019,1,1,Saturday ,B,Mandalay,Sports and travel,Normal,Cash,1,5,270.5850,12.8850,270.5850000000000000,4.2000000000000000
2019-01-26,2019,1,1,Saturday ,C,Naypyitaw,Fashion accessories,Normal,Cash,1,5,193.4625,9.2125,193.4625000000000000,9.2000000000000000
2019-01-26,2019,1,1,Saturday ,C,Naypyitaw,Fashion accessories,Normal,Credit card,1,1,68.2395,3.2495,68.2395000000000000,4.5000000000000000
2019-01-26,2019,1,1,Saturday ,C,Naypyitaw,Health and beauty,Member,Ewallet,1,3,106.5015,5.0715,106.5015000000000000,7.3000000000000000
2019-01-26,2019,1,1,Saturday ,C,Naypyitaw,Sports and travel,Normal,Ewallet,1,10,471.0300,22.4300,471.0300000000000000,8.2000000000000000
2019-01-27,2019,1,1,Sunday   ,A,Yangon,Electronic accessories,Member,Ewallet,1,1,76.9230,3.6630,76.9230000000000000,9.7000000000000000
2019-01-27,2019,1,1,Sunday   ,A,Yangon,Fashion accessories,Normal,Ewallet,1,7,398.9580,18.9980,398.9580000000000000,9.3000000000000000
2019-01-27,2019,1,1,Sunday   ,A,Yangon,Food and beverages,Normal,Credit card,1,6,514.7730,24.5130,514.7730000000000000,8.0000000000000000
2019-01-27,2019,1,1,Sunday   ,A,Yangon,Health and beauty,Member,Ewallet,1,8,489.0480,23.2880,489.0480000000000000,8.4000000000000000
2019-01-27,2019,1,1,Sunday   ,A,Yangon,Home and lifestyle,Normal,Cash,1,2,25.2630,1.2030,25.2630000000000000,5.1000000000000000
2019-01-27,2019,1,1,Sunday   ,A,Yangon,Sports and travel,Normal,Cash,1,5,169.3125,8.0625,169.3125000000000000,9.0000000000000000
2019-01-27,2019,1,1,Sunday   ,B,Mandalay,Health and beauty,Member,Credit card,1,4,403.8720,19.2320,403.8720000000000000,8.4000000000000000
2019-01-27,2019,1,1,Sunday   ,B,Mandalay,Home and lifestyle,Normal,Credit card,1,10,514.6050,24.5050,514.6050000000000000,4.2000000000000000
2019-01-27,2019,1,1,Sunday   ,C,Naypyitaw,Electronic accessories,Member,Cash,1,10,488.9850,23.2850,488.9850000000000000,7.6000000000000000
2019-01-27,2019,1,1,Sunday   ,C,Naypyitaw,Fashion accessories,Member,Ewallet,1,9,510.9615,24.3315,510.9615000000000000,9.5000000000000000
2019-01-27,2019,1,1,Sunday   ,C,Naypyitaw,Food and beverages,Normal,Cash,1,6,568.5120,27.0720,568.5120000000000000,6.2000000000000000
2019-01-27,2019,1,1,Sunday   ,C,Naypyitaw,Home and lifestyle,Member,Ewallet,1,7,178.1640,8.4840,178.1640000000000000,9.4000000000000000
2019-01-27,2019,1,1,Sunday   ,C,Naypyitaw,Home and lifestyle,Normal,Ewallet,1,2,145.7400,6.9400,145.7400000000000000,9.0000000000000000
2019-01-27,2019,1,1,Sunday   ,C,Naypyitaw,Sports and travel,Normal,Cash,1,10,150.7800,7.1800,150.7800000000000000,5.4000000000000000
2019-01-28,2019,1,1,Monday   ,A,Yangon,Electronic accessories,Member,Ewallet,1,8,203.1120,9.6720,203.1120000000000000,9.8000000000000000
2019-01-28,2019,1,1,Monday   ,A,Yangon,Food and beverages,Normal,Cash,1,7,84.7455,4.0355,84.7455000000000000,8.1000000000000000
2019-01-28,2019,1,1,Monday   ,B,Mandalay,Electronic accessories,Member,Cash,1,10,225.0150,10.7150,225.0150000000000000,6.2000000000000000
2019-01-28,2019,1,1,Monday   ,B,Mandalay,Health and beauty,Member,Credit card,3,18,1334.6550,63.5550,444.8850000000000000,8.5333333333333333
2019-01-28,2019,1,1,Monday   ,B,Mandalay,Health and beauty,Normal,Credit card,1,8,832.9440,39.6640,832.9440000000000000,4.2000000000000000
2019-01-28,2019,1,1,Monday   ,B,Mandalay,Sports and travel,Member,Cash,1,9,737.7615,35.1315,737.7615000000000000,4.5000000000000000
2019-01-28,2019,1,1,Monday   ,C,Naypyitaw,Electronic accessories,Member,Credit card,1,6,118.2510,5.6310,118.2510000000000000,5.5000000000000000
2019-01-28,2019,1,1,Monday   ,C,Naypyitaw,Fashion accessories,Normal,Ewallet,1,5,125.0550,5.9550,125.0550000000000000,5.4000000000000000
2019-01-28,2019,1,1,Monday   ,C,Naypyitaw,Health and beauty,Member,Ewallet,1,3,273.4200,13.0200,273.4200000000000000,9.9000000000000000
2019-01-28,2019,1,1,Monday   ,C,Naypyitaw,Health and beauty,Normal,Credit card,1,5,91.4025,4.3525,91.4025000000000000,4.9000000000000000
2019-01-28,2019,1,1,Monday   ,C,Naypyitaw,Home and lifestyle,Normal,Credit card,1,4,293.2020,13.9620,293.2020000000000000,5.9000000000000000
2019-01-28,2019,1,1,Monday   ,C,Naypyitaw,Sports and travel,Normal,Cash,1,8,680.1480,32.3880,680.1480000000000000,9.3000000000000000
2019-01-29,2019,1,1,Tuesday  ,A,Yangon,Electronic accessories,Normal,Ewallet,1,1,40.5300,1.9300,40.5300000000000000,6.7000000000000000
2019-01-29,2019,1,1,Tuesday  ,A,Yangon,Fashion accessories,Normal,Credit card,1,9,786.6180,37.4580,786.6180000000000000,7.4000000000000000
2019-01-29,2019,1,1,Tuesday  ,A,Yangon,Home and lifestyle,Member,Cash,1,5,458.6925,21.8425,458.6925000000000000,6.6000000000000000
2019-01-29,2019,1,1,Tuesday  ,A,Yangon,Sports and travel,Member,Cash,1,5,146.6325,6.9825,146.6325000000000000,5.9000000000000000
2019-01-29,2019,1,1,Tuesday  ,A,Yangon,Sports and travel,Member,Credit card,1,4,92.4420,4.4020,92.4420000000000000,6.6000000000000000
2019-01-29,2019,1,1,Tuesday  ,B,Mandalay,Fashion accessories,Member,Cash,1,4,137.0040,6.5240,137.0040000000000000,9.0000000000000000
2019-01-29,2019,1,1,Tuesday  ,B,Mandalay,Food and beverages,Normal,Credit card,1,6,529.5150,25.2150,529.5150000000000000,7.7000000000000000
2019-01-29,2019,1,1,Tuesday  ,B,Mandalay,Sports and travel,Member,Cash,1,10,280.0350,13.3350,280.0350000000000000,8.6000000000000000
2019-01-29,2019,1,1,Tuesday  ,C,Naypyitaw,Electronic accessories,Normal,Ewallet,1,10,616.9800,29.3800,616.9800000000000000,9.0000000000000000
2019-01-29,2019,1,1,Tuesday  ,C,Naypyitaw,Fashion accessories,Normal,Cash,1,6,265.1040,12.6240,265.1040000000000000,8.9000000000000000
2019-01-29,2019,1,1,Tuesday  ,C,Naypyitaw,Health and beauty,Normal,Ewallet,1,1,42.3675,2.0175,42.3675000000000000,6.2000000000000000
2019-01-29,2019,1,1,Tuesday  ,C,Naypyitaw,Sports and travel,Member,Credit card,1,6,120.6450,5.7450,120.6450000000000000,6.8000000000000000
2019-01-30,2019,1,1,Wednesday,A,Yangon,Electronic accessories,Member,Credit card,1,3,295.4070,14.0670,295.4070000000000000,5.9000000000000000
2019-01-30,2019,1,1,Wednesday,B,Mandalay,Electronic accessories,Normal,Credit card,1,4,99.3300,4.7300,99.3300000000000000,4.0000000000000000
2019-01-30,2019,1,1,Wednesday,B,Mandalay,Electronic accessories,Normal,Ewallet,1,8,356.3280,16.9680,356.3280000000000000,5.7000000000000000
2019-01-30,2019,1,1,Wednesday,C,Naypyitaw,Food and beverages,Member,Ewallet,1,10,1034.4600,49.2600,1034.4600000000000000,4.5000000000000000
2019-01-30,2019,1,1,Wednesday,C,Naypyitaw,Food and beverages,Normal,Ewallet,1,5,509.4075,24.2575,509.4075000000000000,9.3000000000000000
2019-01-30,2019,1,1,Wednesday,C,Naypyitaw,Home and lifestyle,Member,Credit card,1,5,55.2825,2.6325,55.2825000000000000,5.8000000000000000
2019-01-30,2019,1,1,Wednesday,C,Naypyitaw,Home and lifestyle,Normal,Cash,1,1,24.1080,1.1480,24.1080000000000000,4.3000000000000000
2019-01-30,2019,1,1,Wednesday,C,Naypyitaw,Sports and travel,Normal,Credit card,1,1,23.4990,1.1190,23.4990000000000000,8.6000000000000000
2019-01-30,2019,1,1,Wednesday,C,Naypyitaw,Sports and travel,Normal,Ewallet,1,2,160.4400,7.6400,160.4400000000000000,6.5000000000000000
2019-01-31,2019,1,1,Thursday ,A,Yangon,Electronic accessories,Member,Cash,1,4,87.2340,4.1540,87.2340000000000000,4.7000000000000000
2019-01-31,2019,1,1,Thursday ,A,Yangon,Electronic accessories,Member,Credit card,1,1,69.6675,3.3175,69.6675000000000000,9.7000000000000000
2019-01-31,2019,1,1,Thursday ,A,Yangon,Fashion accessories,Member,Ewallet,1,8,431.2560,20.5360,431.2560000000000000,7.6000000000000000
2019-01-31,2019,1,1,Thursday ,B,Mandalay,Electronic accessories,Member,Ewallet,1,9,830.3715,39.5415,830.3715000000000000,5.6000000000000000
2019-01-31,2019,1,1,Thursday ,B,Mandalay,Electronic accessories,Normal,Credit card,1,10,757.3650,36.0650,757.3650000000000000,4.2000000000000000
2019-01-31,2019,1,1,Thursday ,B,Mandalay,Electronic accessories,Normal,Ewallet,2,10,466.3050,22.2050,233.1525000000000000,6.8500000000000000
2019-01-31,2019,1,1,Thursday ,B,Mandalay,Fashion accessories,Normal,Credit card,1,2,145.0680,6.9080,145.0680000000000000,6.9000000000000000
2019-01-31,2019,1,1,Thursday ,B,Mandalay,Sports and travel,Member,Cash,2,7,583.1700,27.7700,291.5850000000000000,5.6500000000000000
2019-01-31,2019,1,1,Thursday ,C,Naypyitaw,Electronic accessories,Member,Ewallet,1,4,155.6520,7.4120,155.6520000000000000,9.7000000000000000
2019-01-31,2019,1,1,Thursday ,C,Naypyitaw,Fashion accessories,Member,Ewallet,1,8,829.0800,39.4800,829.0800000000000000,8.5000000000000000
2019-01-31,2019,1,1,Thursday ,C,Naypyitaw,Fashion accessories,Normal,Ewallet,1,10,652.8900,31.0900,652.8900000000000000,6.0000000000000000
2019-01-31,2019,1,1,Thursday ,C,Naypyitaw,Sports and travel,Normal,Cash,1,9,224.4375,10.6875,224.4375000000000000,9.5000000000000000
2019-02-01,2019,1,2,Friday   ,A,Yangon,Food and beverages,Member,Credit card,1,5,74.7075,3.5575,74.7075000000000000,4.4000000000000000
2019-02-01,2019,1,2,Friday   ,A,Yangon,Health and beauty,Member,Cash,1,4,326.2560,15.5360,326.2560000000000000,8.4000000000000000
2019-02-01,2019,1,2,Friday   ,A,Yangon,Sports and travel,Member,Credit card,1,7,510.9720,24.3320,510.9720000000000000,8.5000000000000000
2019-02-01,2019,1,2,Friday   ,C,Naypyitaw,Electronic accessories,Normal,Cash,1,9,218.0115,10.3815,218.0115000000000000,4.9000000000000000
2019-02-01,2019,1,2,Friday   ,C,Naypyitaw,Food and beverages,Member,Ewallet,1,6,551.1240,26.2440,551.1240000000000000,5.1000000000000000
2019-02-01,2019,1,2,Friday   ,C,Naypyitaw,Home and lifestyle,Member,Credit card,1,9,763.4655,36.3555,763.4655000000000000,9.5000000000000000
2019-02-02,2019,1,2,Saturday ,A,Yangon,Fashion accessories,Member,Credit card,1,10,452.8650,21.5650,452.8650000000000000,5.5000000000000000
2019-02-02,2019,1,2,Saturday ,A,Yangon,Food and beverages,Normal,Ewallet,1,10,115.0800,5.4800,115.0800000000000000,6.0000000000000000
2019-02-02,2019,1,2,Saturday ,A,Yangon,Health and beauty,Member,Cash,1,1,19.2465,0.9165,19.2465000000000000,4.3000000000000000
2019-02-02,2019,1,2,Saturday ,A,Yangon,Sports and travel,Member,Cash,1,8,432.7680,20.6080,432.7680000000000000,9.6000000000000000
2019-02-02,2019,1,2,Saturday ,B,Mandalay,Electronic accessories,Member,Cash,1,7,193.0110,9.1910,193.0110000000000000,9.9000000000000000
2019-02-02,2019,1,2,Saturday ,B,Mandalay,Fashion accessories,Normal,Cash,1,7,187.8660,8.9460,187.8660000000000000,7.1000000000000000
2019-02-02,2019,1,2,Saturday ,B,Mandalay,Food and beverages,Member,Ewallet,1,9,439.8975,20.9475,439.8975000000000000,6.4000000000000000
2019-02-02,2019,1,2,Saturday ,B,Mandalay,Home and lifestyle,Normal,Credit card,1,8,788.5080,37.5480,788.5080000000000000,8.3000000000000000
2019-02-02,2019,1,2,Saturday ,C,Naypyitaw,Electronic accessories,Normal,Cash,1,6,223.5870,10.6470,223.5870000000000000,4.1000000000000000
2019-02-02,2019,1,2,Saturday ,C,Naypyitaw,Fashion accessories,Member,Credit card,1,2,175.0350,8.3350,175.0350000000000000,9.5000000000000000
2019-02-02,2019,1,2,Saturday ,C,Naypyitaw,Fashion accessories,Normal,Ewallet,1,4,400.7640,19.0840,400.7640000000000000,6.4000000000000000
2019-02-02,2019,1,2,Saturday ,C,Naypyitaw,Food and beverages,Member,Cash,1,1,40.3410,1.9210,40.3410000000000000,8.6000000000000000
2019-02-02,2019,1,2,Saturday ,C,Naypyitaw,Food and beverages,Normal,Cash,1,8,554.1480,26.3880,554.1480000000000000,8.4000000000000000
2019-02-02,2019,1,2,Saturday ,C,Naypyitaw,Home and lifestyle,Member,Cash,1,2,117.8310,5.6110,117.8310000000000000,6.3000000000000000
